notice_id,candidate_count,portal_id
N000583,6,P064
N000591,157,P004
N000599,126,P001
N000607,2,P065
N000615,2,P166
N000623,4,P227
N000631,5,P036
N000639,20,P001
N000647,50,P006
N000655,73,P006
N000663,0,P105
N000671,13,P122
N000679,21,P006
N000687,6,P014
N000695,80,P003
N000703,96,P001
N000711,5,P189
N000719,5,P027
N000727,287,P005
N000735,278,P001
N000743,7,P044
N000751,76,P001
N000759,4,P250
N000767,54,P002
N000775,2,P014
N000783,4,P094
N000791,5,P018
N000799,4,P134
N000807,2,P048
N000815,4,P134
N000823,0,P094
N000831,10,P094
N000839,0,P073
N000847,2,P191
N000855,289,P002
N000863,53,P001
N000871,11,P006
N000879,3,P071
N000887,403,P001
N000895,157,P004
N000903,5,P094
N000911,2,P249
N000919,90,P004
N000927,5,P232
N000935,0,P013
N000943,9,P003
N000951,4,P219
N000959,0,P094
N000967,251,P005
N000975,2,P181
N000983,1,P003
N000991,34,P002
N000999,0,P189
N001007,3,P181
N001015,8,P240
N001023,159,P001
N001031,0,P001
N001039,0,P255
N001047,299,P005
N001055,18,P006
N001063,5,P171
N001071,5,P181
N001079,6,P181
N001087,3,P006
N001095,1,P246
N001103,13,P240
N001111,384,P005
N001119,18,P122
N001127,21,P122
N001135,109,P001
N001143,10,P004
N001151,0,P020
N001159,13,P189
N001167,1,P044
N001175,1,P057
N001183,2,P172
N001191,120,P001
N001199,88,P003
N001207,0,P015
N001215,0,P240
N001223,31,P003
N001231,200,P005
N001239,0,P260
N001247,20,P197
N001255,6,P191
N001263,78,P004
N001271,10,P174
N001279,322,P001
N001287,117,P002
N001295,2,P020
N001303,19,P002
N001311,1,P243
N001319,0,P192
N001327,43,P006
N001335,102,P005
N001343,0,P046
N001351,0,P240
N001359,2,P031
N001367,3,P094
N001375,163,P004
N001383,46,P003
N001391,0,P013
N001399,8,P004
N001407,116,P001
N001415,4,P006
N001423,2,P073
N001431,0,P044
N001439,7,P003
N001447,2,P060
N001455,0,P051
N001463,14,P073
N001471,10,P044
N001479,0,P221
N001487,3,P127
N001495,6,P244
N001503,24,P001
N001511,3,P229
N001519,15,P094
N001527,0,P094
N001535,3,P094
N001543,1,P221
N001551,6,P004
N001559,7,P002
N001567,0,P133
N001575,10,P094
N001583,156,P003
N001591,1,P094
N001599,23,P049
N001607,3,P013
N001615,0,P240
N001623,287,P002
N001631,0,P053
N001639,2,P238
N001647,163,P004
N001655,7,P122
N001663,7,P053
N001671,65,P004
N001679,134,P005
N001687,2,P006
N001695,6,P094
N001703,3,P004
N001711,0,P003
N001719,1,P094
N001727,0,P084
N001735,168,P006
N001743,3,P020
N001751,4,P096
N001759,4,P006
N001767,30,P005
N001775,2,P195
N001783,3,P005
N001791,10,P006
N001799,2,P240
N001807,37,P003
N001815,0,P096
N001823,2,P072
N001831,17,P006
N001839,5,P098
N001847,36,P231
N001855,61,P005
N001863,17,P005
N001871,9,P240
N001879,22,P001
N001887,6,P240
N001895,0,P142
N001903,1,P094
N001911,0,P152
N001919,107,P001
N001927,1,P094
N001935,100,P005
N001943,14,P001
N001951,0,P094
N001959,1,P041
N001967,0,P013
N001975,1,P006
N001983,0,P131
N001991,60,P005
N001999,5,P227
N002007,3,P086
N002015,10,P004
N002023,4,P136
N002031,257,P002
N002039,25,P003
N002047,2,P200
N002055,3,P094
N002063,0,P199
N002071,91,P002
N002079,4,P221
N002087,4,P094
N002095,0,P120
N002103,0,P221
N002111,14,P006
N002119,261,P002
N002127,50,P240
N002135,77,P004
N002143,4,P042
N002151,23,P003
N002159,78,P005
N002167,15,P006
N002175,27,P006
N002183,0,P094
N002191,1,P004
N002199,0,P003
N002207,86,P003
N002215,2,P094
N002223,1,P094
N002231,34,P002
N002239,0,P241
N002247,16,P003
N002255,3,P094
N002263,2,P003
N002271,109,P002
N002279,3,P050
N002287,1,P096
N002295,49,P005
N002303,3,P094
N002311,1,P189
N002319,3,P133
N002327,1,P184
N002335,49,P004
N002343,2,P146
N002351,3,P006
N002359,17,P006
N002367,0,P090
N002375,0,P094
N002383,48,P001
N002391,144,P005
N002399,3,P058
N002407,65,P003
N002415,7,P094
N002423,198,P002
N002431,4,P189
N002439,77,P004
N002447,1,P205
N002455,0,P091
N002463,105,P003
N002471,168,P001
N002479,5,P004
N002487,0,P259
N002495,7,P021
N002503,11,P094
N002511,111,P005
N002519,1,P227
N002527,0,P094
N002535,5,P175
N002543,0,P219
N002551,2,P103
N002559,3,P094
N002567,2,P094
N002575,25,P004
N002583,40,P003
N002591,4,P094
N002599,4,P094
N002607,0,P094
N002615,11,P006
N002623,1,P085
N002631,0,P094
N002639,4,P069
N002647,29,P006
N002655,164,P003
N002663,15,P001
N002671,1,P229
N002679,0,P011
N002687,79,P006
N002695,0,P094
N002703,1,P002
N002711,11,P094
N002719,2,P003
N002727,1,P172
N002735,3,P088
N002743,2,P044
N002751,58,P001
N002759,2,P240
N002767,0,P017
N002775,1,P180
N002783,0,P200
N002791,45,P004
N002799,0,P046
N002807,0,P180
N002815,0,P221
N002823,8,P094
N002831,46,P006
N002839,2,P143
N002847,1,P020
N002855,73,P002
N002863,90,P006
N002871,30,P001
N002879,2,P004
N002887,37,P003
N002895,6,P094
N002903,80,P004
N002911,14,P240
N002919,1,P214
N002927,11,P006
N002935,2,P221
N002943,177,P001
N002951,9,P094
N002959,4,P046
N002967,14,P004
N002975,4,P044
N002983,0,P007
N002991,3,P094
N002999,4,P094
N003007,36,P235
N003015,75,P005
N003023,2,P242
N003031,1,P232
N003039,2,P020
N003047,13,P020
N003055,5,P035
N003063,16,P003
N003071,94,P001
N003079,262,P001
N003087,7,P004
N003095,149,P002
N003103,1,P184
N003111,2,P026
N003119,2,P146
N003127,10,P240
N003135,2,P128
N003143,2,P094
N003151,178,P002
N003159,158,P006
N003167,13,P235
N003175,158,P003
N003183,2,P227
N003191,6,P003
N003199,2,P235
N003207,8,P081
N003215,143,P004
N003223,0,P094
N003231,92,P005
N003239,0,P094
N003247,64,P006
N003255,0,P069
N003263,1,P094
N003271,3,P004
N003279,18,P004
N003287,7,P094
N003295,12,P006
N003303,0,P225
N003311,0,P094
N003319,73,P006
N003327,7,P005
N003335,3,P241
N003343,0,P094
N003351,2,P005
N003359,4,P003
N003367,0,P255
N003375,0,P181
N003383,3,P004
N003391,3,P094
N003399,10,P191
N003407,0,P094
N003415,266,P005
N003423,5,P240
N003431,3,P094
N003439,7,P238
N003447,2,P243
N003455,0,P066
N003463,256,P002
N003471,3,P006
N003479,4,P094
N003487,161,P004
N003495,311,P001
N003503,3,P092
N003511,2,P094
N003519,158,P003
N003527,3,P090
N003535,2,P203
N003543,1,P128
N003551,0,P189
N003559,87,P006
N003567,5,P006
N003575,17,P003
N003583,34,P006
N003591,26,P005
N003599,2,P232
N003607,119,P002
N003615,6,P002
N003623,0,P215
N003631,51,P003
N003639,5,P183
N003647,0,P216
N003655,7,P240
N003663,3,P006
N003671,77,P004
N003679,129,P001
N003687,6,P097
N003695,4,P094
N003703,9,P060
N003711,35,P004
N003719,6,P239
N003727,0,P240
N003735,92,P001
N003743,4,P105
N003751,86,P006
N003759,1,P085
N003767,2,P094
N003775,7,P094
N003783,3,P020
N003791,26,P073
N003799,0,P159
N003807,3,P060
N003815,85,P003
N003823,147,P001
N003831,5,P003
N003839,111,P003
N003847,104,P002
N003855,87,P004
N003863,21,P006
N003871,6,P136
N003879,1,P232
N003887,4,P242
N003895,3,P020
N003903,79,P003
N003911,1,P094
N003919,34,P004
N003927,2,P013
N003935,0,P131
N003943,9,P004
N003951,88,P005
N003959,5,P094
N003967,6,P181
N003975,82,P004
N003983,2,P020
N003991,3,P240
N003999,2,P240
N004007,14,P005
N004015,11,P168
N004023,2,P234
N004031,2,P240
N004039,3,P112
N004047,1,P094
N004055,0,P094
N004063,223,P002
N004071,3,P181
N004079,0,P142
N004087,0,P246
N004095,2,P088
N004103,1,P090
N004111,3,P111
N004119,2,P228
N004127,4,P195
N004135,74,P003
N004143,0,P232
N004151,5,P002
N004159,3,P094
N004167,76,P003
N004175,4,P094
N004183,4,P020
N004191,10,P004
N004199,88,P004
N004207,159,P003
N004215,121,P005
N004223,52,P003
N004231,2,P240
N004239,72,P005
N004247,26,P002
N004255,111,P001
N004263,6,P088
N004271,4,P077
N004279,6,P003
N004287,8,P228
N004295,78,P004
N004303,105,P006
N004311,1,P088
N004319,0,P044
N004327,5,P225
N004335,1,P216
N004343,12,P003
N004351,6,P003
N004359,0,P258
N004367,4,P146
N004375,0,P094
N004383,3,P152
N004391,28,P006
N004399,0,P221
N004407,1,P097
N004415,1,P094
N004423,1,P235
N004431,4,P020
N004439,5,P020
N004447,2,P094
N004455,4,P094
N004463,13,P241
N004471,2,P094
N004479,5,P020
N004487,3,P094
N004495,155,P002
N004503,0,P094
N004511,19,P004
N004519,4,P228
N004527,1,P200
N004535,1,P020
N004543,7,P216
N004551,3,P089
N004559,145,P001
N004567,1,P195
N004575,53,P003
N004583,0,P003
N004591,2,P094
N004599,22,P006
N004607,0,P142
N004615,1,P101
N004623,1,P006
N004631,1,P042
N004639,0,P142
N004647,7,P232
N004655,66,P002
N004663,9,P004
N004671,1,P094
N004679,11,P021
N004687,0,P142
N004695,2,P094
N004703,2,P097
N004711,32,P094
N004719,1,P136
N004727,12,P006
N004735,1,P056
N004743,0,P181
N004751,0,P227
N004759,6,P004
N004767,5,P094
N004775,0,P209
N004783,2,P094
N004791,214,P001
N004799,3,P006
N004807,13,P166
N004815,5,P227
N004823,8,P094
N004831,43,P006
N004839,94,P003
N004847,2,P232
N004855,3,P143
N004863,7,P094
N004871,0,P094
N004879,59,P005
N004887,2,P094
N004895,32,P001
N004903,4,P094
N004911,94,P006
N004919,7,P094
N004927,2,P137
N004935,8,P097
N004943,49,P001
N004951,4,P003
N004959,2,P006
N004967,4,P006
N004975,7,P094
N004983,1,P147
N004991,3,P068
N004999,0,P070
N005007,47,P001
N005015,8,P094
N005023,5,P094
N005031,45,P006
N005039,8,P094
N005047,155,P005
N005055,2,P214
N005063,5,P116
N005071,1,P088
N005079,94,P002
N005087,12,P004
N005095,0,P150
N005103,4,P146
N005111,0,P058
N005119,85,P006
N005127,117,P005
N005135,10,P068
N005143,8,P089
N005151,5,P088
N005159,194,P005
N005167,58,P005
N005175,1,P094
N005183,0,P207
N005191,7,P003
N005199,7,P240
N005207,1,P094
N005215,1,P089
N005223,0,P221
N005231,1,P136
N005239,2,P046
N005247,0,P181
N005255,0,P001
N005263,266,P005
N005271,34,P003
N005279,3,P003
N005287,1,P131
N005295,3,P120
N005303,311,P005
N005311,6,P078
N005319,4,P088
N005327,0,P106
N005335,165,P001
N005343,6,P006
N005351,2,P094
N005359,106,P005
N005367,1,P020
N005375,13,P002
N005383,271,P002
N005391,1,P013
N005399,0,P094
N005407,2,P010
N005415,0,P221
N005423,0,P246
N005431,157,P002
N005439,0,P020
N005447,3,P006
N005455,0,P136
N005463,6,P240
N005471,1,P200
N005479,22,P094
N005487,19,P089
N005495,4,P216
N005503,5,P141
N005511,4,P020
N005519,3,P094
N005527,2,P062
N005535,104,P002
N005543,1,P094
N005551,3,P150
N005559,13,P004
N005567,2,P069
N005575,5,P004
N005583,1,P020
N005591,431,P001
N005599,0,P046
N005607,9,P069
N005615,5,P020
N005623,2,P044
N005631,0,P177
N005639,3,P227
N005647,1,P227
N005655,0,P109
N005663,52,P006
N005671,3,P094
N005679,2,P098
N005687,1,P094
N005695,42,P005
N005703,1,P094
N005711,0,P027
N005719,25,P003
N005727,28,P002
N005735,0,P145
N005743,115,P001
N005751,386,P005
N005759,30,P001
N005767,1,P210
N005775,7,P172
N005783,0,P146
N005791,3,P175
N005799,155,P006
N005807,2,P094
N005815,2,P143
N005823,1,P013
N005831,1,P094
N005839,4,P239
N005847,26,P003
N005855,50,P214
N005863,74,P003
N005871,0,P142
N005879,0,P044
N005887,3,P200
N005895,2,P094
N005903,1,P189
N005911,4,P088
N005919,2,P003
N005927,17,P001
N005935,1,P106
N005943,0,P071
N005951,0,P215
N005959,3,P094
N005967,4,P094
N005975,1,P005
N005983,226,P005
N005991,53,P141
N005999,0,P094
N006007,3,P089
N006015,6,P058
N006023,3,P077
N006031,1,P136
N006039,63,P001
N006047,81,P001
N006055,0,P094
N006063,26,P006
N006071,1,P094
N006079,0,P021
N006087,2,P044
N006095,5,P006
N006103,8,P228
N006111,0,P004
N006119,5,P014
N006127,56,P004
N006135,55,P006
N006143,1,P005
N006151,50,P006
N006159,0,P024
N006167,0,P072
N006175,1,P189
N006183,3,P006
N006191,155,P004
N006199,29,P005
N006207,0,P094
N006215,3,P045
N006223,1,P094
N006231,0,P023
N006239,0,P106
N006247,94,P003
N006255,156,P005
N006263,3,P059
N006271,1,P203
N006279,3,P094
N006287,5,P094
N006295,2,P229
N006303,6,P235
N006311,8,P088
N006319,17,P004
N006327,0,P240
N006335,11,P094
N006343,0,P120
N006351,0,P120
N006359,109,P005
N006367,4,P146
N006375,39,P006
N006383,2,P004
N006391,12,P003
N006399,65,P002
N006407,28,P002
N006415,7,P097
N006423,2,P079
N006431,0,P044
N006439,0,P240
N006447,7,P141
N006455,2,P013
N006463,2,P094
N006471,1,P151
N006479,3,P094
N006487,0,P248
N006495,11,P240
N006503,3,P180
N006511,4,P115
N006519,69,P005
N006527,1,P245
N006535,90,P003
N006543,6,P241
N006551,2,P086
N006559,122,P001
N006567,2,P094
N006575,4,P146
N006583,5,P228
N006591,0,P019
N006599,107,P001
N006607,5,P088
N006615,5,P061
N006623,248,P002
N006631,0,P142
N006639,0,P120
N006647,19,P004
N006655,2,P001
N006663,165,P001
N006671,84,P002
N006679,3,P232
N006687,248,P005
N006695,28,P001
N006703,1,P219
N006711,2,P240
N006719,8,P005
N006727,0,P254
N006735,129,P002
N006743,4,P020
N006751,116,P002
N006759,0,P013
N006767,80,P005
N006775,0,P046
N006783,5,P020
N006791,2,P062
N006799,0,P088
N006807,8,P093
N006815,10,P094
N006823,167,P001
N006831,6,P094
N006839,81,P004
N006847,5,P258
N006855,3,P240
N006863,10,P005
N006871,1,P207
N006879,1,P167
N006887,7,P002
N006895,6,P146
N006903,9,P006
N006911,71,P002
N006919,11,P003
N006927,1,P094
N006935,2,P020
N006943,2,P177
N006951,0,P221
N006959,0,P120
N006967,0,P094
N006975,47,P005
N006983,0,P094
N006991,7,P141
N006999,81,P003
N007007,133,P001
N007015,2,P094
N007023,25,P006
N007031,12,P004
N007039,2,P115
N007047,0,P221
N007055,3,P094
N007063,1,P003
N007071,188,P002
N007079,75,P001
N007087,5,P172
N007095,1,P094
N007103,1,P005
N007111,2,P189
N007119,1,P218
N007127,109,P002
N007135,0,P094
N007143,3,P227
N007151,7,P099
N007159,0,P185
N007167,8,P004
N007175,1,P176
N007183,70,P006
N007191,2,P004
N007199,4,P094
N007207,9,P136
N007215,0,P227
N007223,5,P179
N007231,4,P004
N007239,5,P241
N007247,9,P003
N007255,1,P020
N007263,2,P094
N007271,26,P002
N007279,0,P257
N007287,315,P005
N007295,61,P002
N007303,253,P002
N007311,22,P020
N007319,45,P006
N007327,4,P232
N007335,10,P147
N007343,7,P004
N007351,20,P232
N007359,1,P119
N007367,18,P006
N007375,1,P146
N007383,85,P006
N007391,2,P211
N007399,0,P013
N007407,6,P023
N007415,0,P088
N007423,75,P005
N007431,159,P006
N007439,2,P146
N007447,1,P020
N007455,6,P239
N007463,15,P094
N007471,46,P001
N007479,0,P240
N007487,5,P020
N007495,207,P002
N007503,3,P002
N007511,74,P005
N007519,3,P166
N007527,1,P013
N007535,1,P137
N007543,46,P002
N007551,0,P225
N007559,1,P094
N007567,5,P204
N007575,164,P003
N007583,1,P024
N007591,2,P001
N007599,7,P094
N007607,4,P058
N007615,164,P006
N007623,108,P001
N007631,99,P005
N007639,4,P137
N007647,14,P001
N007655,41,P240
N007663,24,P094
N007671,15,P163
N007679,5,P108
N007687,113,P006
N007695,14,P089
N007703,4,P240
N007711,6,P094
N007719,5,P112
N007727,0,P219
N007735,0,P240
N007743,81,P006
N007751,2,P248
N007759,0,P004
N007767,2,P026
N007775,14,P039
N007783,11,P036
N007791,20,P216
N007799,108,P001
N007807,57,P004
N007815,6,P005
N007823,67,P003
N007831,6,P006
N007839,4,P240
N007847,159,P003
N007855,17,P006
N007863,17,P006
N007871,113,P004
N007879,13,P006
N007887,18,P020
N007895,0,P094
N007903,4,P240
N007911,4,P047
N007919,3,P020
N007927,72,P002
N007935,0,P013
N007943,2,P088
N007951,34,P002
N007959,1,P006
N007967,5,P094
N007975,1,P057
N007983,7,P088
N007991,9,P004
N007999,3,P166
N008007,4,P146
N008015,13,P060
N008023,27,P094
N008031,1,P181
N008039,2,P235
N008047,20,P005
N008055,42,P001
N008063,8,P167
N008071,35,P006
N008079,0,P094
N008087,71,P003
N008095,1,P136
N008103,263,P001
N008111,28,P003
N008119,1,P053
N008127,3,P011
N008135,57,P006
N008143,23,P094
N008151,11,P003
N008159,0,P031
N008167,1,P131
N008175,3,P216
N008183,65,P004
N008191,0,P044
N008199,0,P089
N008207,4,P094
N008215,1,P094
N008223,24,P240
N008231,0,P215
N008239,5,P031
N008247,0,P073
N008255,7,P208
N008263,2,P094
N008271,103,P002
N008279,3,P220
N008287,0,P221
N008295,15,P004
N008303,0,P120
N008311,134,P005
N008319,93,P004
N008327,3,P240
N008335,0,P094
N008343,14,P003
N008351,2,P044
N008359,9,P003
N008367,13,P014
N008375,102,P001
N008383,2,P240
N008391,1,P228
N008399,157,P002
N008407,4,P069
N008415,3,P183
N008423,20,P001
N008431,3,P215
N008439,85,P003
N008447,22,P028
N008455,0,P041
N008463,3,P160
N008471,1,P094
N008479,76,P002
N008487,36,P232
N008495,26,P001
N008503,6,P006
N008511,77,P003
N008519,1,P062
N008527,11,P060
N008535,2,P184
N008543,10,P196
N008551,4,P094
N008559,2,P003
N008567,4,P134
N008575,0,P046
N008583,6,P004
N008591,0,P235
N008599,125,P005
N008607,1,P140
N008615,0,P189
N008623,2,P045
N008631,7,P020
N008639,2,P192
N008647,5,P044
N008655,25,P004
N008663,2,P004
N008671,6,P136
N008679,2,P088
N008687,138,P005
N008695,7,P169
N008703,6,P240
N008711,3,P183
N008719,69,P005
N008727,36,P003
N008735,33,P009
N008743,13,P215
N008751,3,P160
N008759,0,P006
N008767,1,P044
N008775,4,P240
N008783,7,P002
N008791,45,P005
N008799,12,P003
N008807,7,P152
N008815,3,P044
N008823,13,P004
N008831,92,P003
N008839,6,P094
N008847,5,P094
N008855,16,P005
N008863,4,P013
N008871,67,P002
N008879,3,P043
N008887,28,P003
N008895,3,P165
N008903,3,P240
N008911,64,P241
N008919,37,P002
N008927,3,P044
N008935,81,P006
N008943,13,P217
N008951,167,P001
N008959,0,P044
N008967,0,P244
N008975,7,P241
N008983,7,P049
N008991,0,P221
N008999,1,P003
N009007,328,P001
N009015,8,P020
N009023,81,P006
N009031,6,P146
N009039,82,P003
N009047,97,P002
N009055,51,P004
N009063,0,P017
N009071,0,P006
N009079,224,P001
N009087,1,P240
N009095,5,P071
N009103,3,P241
N009111,3,P073
N009119,2,P192
N009127,5,P002
N009135,2,P215
N009143,3,P020
N009151,380,P001
N009159,2,P094
N009167,124,P005
N009175,22,P072
N009183,3,P004
N009191,0,P142
N009199,12,P005
N009207,2,P146
N009215,31,P232
N009223,2,P146
N009231,3,P020
N009239,33,P005
N009247,0,P195
N009255,154,P005
N009263,1,P227
N009271,0,P221
N009279,120,P001
N009287,0,P142
N009295,3,P096
N009303,2,P006
N009311,97,P004
N009319,218,P003
N009327,0,P190
N009335,303,P002
N009343,6,P141
N009351,0,P013
N009359,0,P120
N009367,5,P240
N009375,12,P087
N009383,2,P004
N009391,3,P240
N009399,9,P094
N009407,0,P223
N009415,4,P063
N009423,2,P044
N009431,9,P239
N009439,3,P003
N009447,1,P094
N009455,67,P002
N009463,6,P003
N009471,111,P004
N009479,0,P094
N009487,3,P194
N009495,4,P003
N009503,5,P105
N009511,15,P098
N009519,135,P001
N009527,1,P197
N009535,0,P181
N009543,3,P217
N009551,20,P005
N009559,3,P094
N009567,2,P024
N009575,4,P240
N009583,0,P049
N009591,0,P096
N009599,5,P020
N009607,1,P003
N009615,0,P221
N009623,3,P133
N009631,23,P137
N009639,50,P077
N009647,0,P013
N009655,1,P094
N009663,8,P004
N009671,2,P014
N009679,112,P005
N009687,122,P002
N009695,0,P126
N009703,243,P002
N009711,4,P003
N009719,2,P232
N009727,210,P002
N009735,2,P006
N009743,7,P116
N009751,60,P002
N009759,15,P001
N009767,66,P002
N009775,3,P006
N009783,7,P004
N009791,1,P207
N009799,1,P094
N009807,43,P003
N009815,92,P003
N009823,153,P002
N009831,1,P094
N009839,128,P001
N009847,294,P005
N009855,2,P094
N009863,141,P006
N009871,2,P016
N009879,41,P094
N009887,19,P006
N009895,3,P232
N009903,1,P240
N009911,14,P167
N009919,0,P044
N009927,6,P031
N009935,7,P175
N009943,77,P004
N009951,144,P002
N009959,0,P066
N009967,3,P020
N009975,5,P067
N009983,5,P031
N009991,0,P094
N009999,50,P001
N010007,1,P020
N010015,7,P259
N010023,1,P240
N010031,6,P215
N010039,91,P004
N010047,5,P094
N010055,0,P065
N010063,2,P136
N010071,272,P005
N010079,263,P005
N010087,3,P020
N010095,1,P122
N010103,19,P001
N010111,13,P001
N010119,81,P003
N010127,4,P006
N010135,2,P094
N010143,1,P094
N010151,14,P003
N010159,17,P006
N010167,2,P227
N010175,66,P001
N010183,221,P002
N010191,0,P094
N010199,0,P094
N010207,16,P006
N010215,2,P001
N010223,64,P004
N010231,130,P001
N010239,1,P141
N010247,2,P227
N010255,1,P094
N010263,2,P044
N010271,2,P094
N010279,2,P238
N010287,4,P236
N010295,9,P003
N010303,347,P002
N010311,266,P005
N010319,2,P112
N010327,81,P005
N010335,26,P002
N010343,3,P098
N010351,5,P006
N010359,4,P260
N010367,19,P216
N010375,0,P176
N010383,0,P004
N010391,1,P044
N010399,4,P207
N010407,2,P247
N010415,43,P232
N010423,8,P240
N010431,1,P041
N010439,136,P001
N010447,4,P240
N010455,0,P153
N010463,0,P122
N010471,3,P207
N010479,3,P094
N010487,0,P189
N010495,18,P005
N010503,2,P240
N010511,13,P020
N010519,2,P142
N010527,2,P232
N010535,4,P005
N010543,5,P087
N010551,5,P094
N010559,4,P094
N010567,2,P115
N010575,1,P024
N010583,163,P006
N010591,3,P120
N010599,2,P203
N010607,187,P005
N010615,2,P020
N010623,2,P195
N010631,2,P028
N010639,127,P001
N010647,7,P003
N010655,2,P003
N010663,6,P094
N010671,4,P094
N010679,9,P167
N010687,60,P005
N010695,59,P005
N010703,3,P058
N010711,2,P224
N010719,1,P227
N010727,7,P056
N010735,0,P094
N010743,0,P240
N010751,4,P044
N010759,156,P003
N010767,6,P094
N010775,4,P094
N010783,2,P020
N010791,1,P094
N010799,4,P020
N010807,7,P003
N010815,3,P183
N010823,28,P004
N010831,13,P004
N010839,1,P117
N010847,1,P120
N010855,91,P003
N010863,15,P202
N010871,0,P245
N010879,0,P167
N010887,3,P088
N010895,4,P006
N010903,6,P042
N010911,0,P215
N010919,5,P004
N010927,2,P120
N010935,107,P002
N010943,368,P005
N010951,2,P199
N010959,0,P088
N010967,8,P003
N010975,3,P031
N010983,23,P094
N010991,0,P200
N010999,1,P240
N011007,0,P020
N011015,0,P181
N011023,1,P088
N011031,0,P215
N011039,2,P004
N011047,6,P045
N011055,5,P001
N011063,11,P094
N011071,116,P001
N011079,128,P002
N011087,5,P044
N011095,2,P182
N011103,0,P098
N011111,23,P002
N011119,1,P092
N011127,7,P004
N011135,22,P122
N011143,86,P002
N011151,226,P005
N011159,2,P094
N011167,3,P013
N011175,4,P131
N011183,205,P001
N011191,215,P002
N011199,4,P164
N011207,26,P003
N011215,20,P002
N011223,4,P197
N011231,0,P098
N011239,2,P094
N011247,4,P094
N011255,0,P167
N011263,22,P116
N011271,0,P215
N011279,11,P004
N011287,215,P002
N011295,4,P227
N011303,42,P004
N011311,73,P004
N011319,4,P026
N011327,0,P221
N011335,10,P004
N011343,148,P002
N011351,5,P209
N011359,1,P013
N011367,1,P136
N011375,0,P207
N011383,17,P005
N011391,1,P094
N011399,15,P094
N011407,2,P225
N011415,11,P004
N011423,4,P106
N011431,7,P088
N011439,2,P020
N011447,0,P083
N011455,10,P001
N011463,8,P094
N011471,25,P240
N011479,3,P215
N011487,0,P104
N011495,16,P006
N011503,2,P094
N011511,132,P001
N011519,4,P094
N011527,2,P003
N011535,2,P094
N011543,3,P229
N011551,3,P200
N011559,5,P240
N011567,7,P031
N011575,0,P169
N011583,8,P001
N011591,256,P001
N011599,195,P002
N011607,0,P099
N011615,1,P104
N011623,0,P240
N011631,39,P002
N011639,0,P199
N011647,15,P004
N011655,164,P006
N011663,1,P003
N011671,10,P113
N011679,270,P001
N011687,1,P214
N011695,219,P002
N011703,3,P094
N011711,1,P094
N011719,3,P183
N011727,10,P094
N011735,1,P215
N011743,69,P002
N011751,6,P216
N011759,3,P080
N011767,4,P094
N011775,3,P094
N011783,10,P094
N011791,4,P094
N011799,209,P002
N011807,0,P140
N011815,0,P189
N011823,0,P232
N011831,1,P159
N011839,0,P122
N011847,12,P199
N011855,0,P211
N011863,268,P001
N011871,2,P006
N011879,15,P094
N011887,2,P044
N011895,5,P227
N011903,1,P021
N011911,1,P042
N011919,5,P181
N011927,0,P207
N011935,2,P019
N011943,61,P001
N011951,0,P053
N011959,3,P003
N011967,36,P193
N011975,4,P227
N011983,3,P152
N011991,41,P002
N011999,5,P189
N000008,4,P094
N000016,0,P098
N000024,0,P215
N000032,23,P207
N000040,4,P094
N000048,4,P094
N000056,139,P002
N000064,0,P004
N000072,5,P236
N000080,12,P021
N000088,13,P239
N000096,3,P069
N000104,3,P216
N000112,9,P130
N000120,0,P240
N000128,118,P006
N000136,3,P229
N000144,45,P001
N000152,4,P065
N000160,1,P215
N000168,4,P094
N000176,1,P228
N000184,220,P005
N000192,3,P180
N000200,195,P002
N000208,93,P005
N000216,37,P094
N000224,0,P109
N000232,0,P026
N000240,156,P005
N000248,17,P001
N000256,4,P056
N000264,0,P153
N000272,50,P094
N000280,3,P094
N000288,6,P094
N000296,10,P006
N000304,1,P020
N000312,3,P167
N000320,12,P240
N000328,12,P004
N000336,0,P215
N000344,1,P071
N000352,57,P002
N000360,2,P006
N000368,3,P181
N000376,0,P139
N000384,212,P002
N000392,6,P094
N000400,3,P044
N000408,17,P227
N000416,3,P094
N000424,117,P002
N000432,0,P046
N000440,3,P094
N000448,3,P230
N000456,2,P094
N000464,2,P146
N000472,3,P089
N000480,5,P105
N000488,7,P242
N000496,0,P094
N000504,7,P003
N000512,3,P079
N000520,1,P020
N000528,6,P093
N000536,4,P094
N000544,19,P240
N000552,6,P163
N000560,10,P005
N000568,114,P005
N000576,105,P005
N000584,0,P094
N000592,1,P215
N000600,19,P134
N000608,66,P005
N000616,2,P094
N000624,4,P094
N000632,5,P242
N000640,109,P005
N000648,0,P042
N000656,252,P001
N000664,50,P069
N000672,13,P002
N000680,6,P227
N000688,6,P020
N000696,0,P228
N000704,1,P094
N000712,12,P143
N000720,0,P028
N000728,10,P141
N000736,5,P167
N000744,7,P020
N000752,2,P094
N000760,4,P073
N000768,1,P120
N000776,2,P235
N000784,4,P215
N000792,0,P014
N000800,0,P132
N000808,3,P003
N000816,4,P094
N000824,32,P004
N000832,103,P004
N000840,95,P001
N000848,0,P106
N000856,0,P131
N000864,3,P198
N000872,2,P221
N000880,3,P240
N000888,25,P094
N000896,4,P094
N000904,5,P225
N000912,10,P071
N000920,0,P181
N000928,2,P242
N000936,1,P116
N000944,4,P189
N000952,335,P002
N000960,103,P005
N000968,1,P181
N000976,2,P039
N000984,67,P003
N000992,2,P044
N001000,4,P167
